identifier,category,timestamp,x,y
29.0,2.0,1683896500.2234614,1063,306
29.0,2.0,1683896500.3713586,1047,301
29.0,2.0,1683896500.5192556,1034,296
29.0,2.0,1683896500.667153,1018,291
29.0,2.0,1683896500.81505,1000,288
29.0,2.0,1683896500.962947,984,285
29.0,2.0,1683896501.1108441,973,282
29.0,2.0,1683896501.2587411,963,279
29.0,2.0,1683896501.4066384,956,277
30.0,5.0,1683896498.7530868,729,347
30.0,5.0,1683896498.9854367,744,358
30.0,5.0,1683896499.2177863,767,370
30.0,5.0,1683896499.4501362,783,384
30.0,5.0,1683896499.682486,808,399
30.0,5.0,1683896499.9148357,840,423
30.0,5.0,1683896500.1471856,871,452
30.0,5.0,1683896500.3795354,906,477
30.0,5.0,1683896500.611885,955,489
30.0,5.0,1683896500.844235,997,494
30.0,5.0,1683896501.0765848,1004,498
30.0,5.0,1683896501.3089345,1012,506
30.0,5.0,1683896501.5412843,1019,513
30.0,5.0,1683896501.773634,1026,520
30.0,5.0,1683896502.0059838,1035,532
30.0,5.0,1683896502.2383337,1056,543
30.0,5.0,1683896502.4706833,1078,562
30.0,5.0,1683896502.7030332,1100,580
30.0,5.0,1683896502.935383,1125,600
30.0,5.0,1683896503.1677327,1173,635
31.0,2.0,1683896498.9199748,635,681
31.0,2.0,1683896499.036977,696,677
31.0,2.0,1683896499.1539795,737,672
32.0,3.0,1683896499.7261915,611,436
32.0,3.0,1683896499.8633077,597,441
32.0,3.0,1683896500.0004237,574,439
32.0,3.0,1683896500.1375399,558,441
32.0,3.0,1683896500.2746558,535,440
32.0,3.0,1683896500.411772,518,444
32.0,3.0,1683896500.548888,506,448
32.0,3.0,1683896500.6860042,492,453
32.0,3.0,1683896500.82312,479,452
32.0,3.0,1683896500.9602363,470,453
32.0,3.0,1683896501.0973523,459,459
33.0,5.0,1683896499.8872411,611,684
33.0,5.0,1683896500.6209047,675,683
33.0,5.0,1683896501.3545682,722,677
33.0,5.0,1683896502.088232,1221,643
33.0,5.0,1683896502.8218956,1220,675
34.0,2.0,1683896500.7680798,637,459
34.0,2.0,1683896500.9002063,618,461
34.0,2.0,1683896501.032333,597,464
34.0,2.0,1683896501.1644595,566,467
34.0,2.0,1683896501.296586,527,471
34.0,2.0,1683896501.4287128,505,476
34.0,2.0,1683896501.5608394,488,476
34.0,2.0,1683896501.692966,473,478
35.0,2.0,1683896500.9095144,1223,370
35.0,2.0,1683896501.0618951,1209,360
35.0,2.0,1683896501.214276,1199,351
35.0,2.0,1683896501.3666568,1177,343
35.0,2.0,1683896501.5190375,1154,335
35.0,2.0,1683896501.6714184,1128,327
35.0,2.0,1683896501.8237991,1108,321
35.0,2.0,1683896501.9761798,1088,314
35.0,2.0,1683896502.1285608,1066,307
35.0,2.0,1683896502.2809415,1048,301
35.0,2.0,1683896502.4333224,1031,295
35.0,2.0,1683896502.5857031,1015,291
35.0,2.0,1683896502.7380838,997,287
35.0,2.0,1683896502.8904648,982,284
35.0,2.0,1683896503.0428455,972,282
35.0,2.0,1683896503.1952262,951,279
35.0,2.0,1683896503.3476071,938,277
35.0,2.0,1683896503.4999878,925,277
35.0,2.0,1683896503.6523685,914,274
35.0,2.0,1683896503.8047495,900,276
37.0,3.0,1683896501.0521739,531,689
37.0,3.0,1683896501.1711278,596,684
37.0,3.0,1683896501.290082,669,674
37.0,3.0,1683896501.4090362,723,657
38.0,2.0,1683896501.521954,1032,335
38.0,2.0,1683896501.7478485,1016,330
38.0,2.0,1683896501.9737432,1003,323
38.0,2.0,1683896502.1996377,987,317
38.0,2.0,1683896502.425532,979,312
38.0,2.0,1683896502.6514268,961,308
38.0,2.0,1683896502.8773212,946,301
38.0,2.0,1683896503.1032157,934,298
38.0,2.0,1683896503.3291101,924,294
38.0,2.0,1683896503.5550048,913,291
38.0,2.0,1683896503.7808993,900,287
38.0,2.0,1683896504.0067937,890,284
38.0,2.0,1683896504.2326884,874,281
38.0,2.0,1683896504.4585829,869,280
38.0,2.0,1683896504.6844773,861,278
38.0,2.0,1683896504.9103718,853,277
38.0,2.0,1683896505.1362665,845,275
38.0,2.0,1683896505.362161,836,273
38.0,2.0,1683896505.5880554,833,271
38.0,2.0,1683896505.81395,832,270
39.0,3.0,1683896501.8030918,675,286
39.0,3.0,1683896501.9574738,686,291
39.0,3.0,1683896502.111856,697,297
39.0,3.0,1683896502.266238,709,304
39.0,3.0,1683896502.4206202,723,309
39.0,3.0,1683896502.5750022,740,318
39.0,3.0,1683896502.7293844,756,326
39.0,3.0,1683896502.8837664,773,338
39.0,3.0,1683896503.0381486,797,354
39.0,3.0,1683896503.1925306,819,367
39.0,3.0,1683896503.3469129,843,384
39.0,3.0,1683896503.5012949,869,402
39.0,3.0,1683896503.6556768,904,423
39.0,3.0,1683896503.810059,934,439
39.0,3.0,1683896503.964441,971,465
39.0,3.0,1683896504.1188233,1023,498
39.0,3.0,1683896504.2732053,1071,532
39.0,3.0,1683896504.4275875,1128,572
39.0,3.0,1683896504.5819695,1192,616
39.0,3.0,1683896504.7363517,1247,644
41.0,2.0,1683896502.075128,619,433
41.0,2.0,1683896502.47061,616,435
41.0,2.0,1683896502.8660917,603,439
41.0,2.0,1683896503.2615738,584,441
41.0,2.0,1683896503.6570556,565,443
41.0,2.0,1683896504.0525374,547,444
41.0,2.0,1683896504.4480193,522,447
41.0,2.0,1683896504.843501,504,449
41.0,2.0,1683896505.2389832,493,452
41.0,2.0,1683896505.634465,481,453
41.0,2.0,1683896506.0299468,471,454
41.0,2.0,1683896506.4254286,462,450
41.0,2.0,1683896506.8209107,478,457
41.0,2.0,1683896507.2163925,493,462
40.0,2.0,1683896502.080094,529,682
40.0,2.0,1683896502.1903603,574,675
40.0,2.0,1683896502.3006268,659,673
40.0,2.0,1683896502.410893,709,667
40.0,2.0,1683896502.5211594,741,667
36.0,2.0,1683896502.7793612,855,402
36.0,2.0,1683896502.9094176,890,435
36.0,2.0,1683896503.0394742,912,459
36.0,2.0,1683896503.1695306,940,491
36.0,2.0,1683896503.299587,970,525
36.0,2.0,1683896503.4296434,998,562
36.0,2.0,1683896503.5597,1035,592
36.0,2.0,1683896503.6897564,1065,610
36.0,2.0,1683896503.8198128,1115,632
36.0,2.0,1683896503.9498692,1143,654
36.0,2.0,1683896504.0799258,1170,684
43.0,2.0,1683896502.892658,649,466
43.0,2.0,1683896503.022867,633,464
43.0,2.0,1683896503.153076,619,464
43.0,2.0,1683896503.2832851,587,469
43.0,2.0,1683896503.413494,556,472
43.0,2.0,1683896503.543703,527,474
43.0,2.0,1683896503.673912,505,477
43.0,2.0,1683896503.8041213,482,479
43.0,2.0,1683896503.9343302,466,477
44.0,2.0,1683896503.0382285,545,685
44.0,2.0,1683896503.155519,609,681
44.0,2.0,1683896503.2728097,691,675
44.0,2.0,1683896503.3901005,730,668
45.0,2.0,1683896503.4996579,1244,386
45.0,2.0,1683896503.6275141,1230,375
45.0,2.0,1683896503.7553701,1217,366
45.0,2.0,1683896503.8832264,1200,352
45.0,2.0,1683896504.0110826,1177,342
45.0,2.0,1683896504.138939,1150,333
45.0,2.0,1683896504.266795,1118,324
45.0,2.0,1683896504.3946512,1094,315
45.0,2.0,1683896504.5225074,1072,308
45.0,2.0,1683896504.6503634,1050,301
45.0,2.0,1683896504.7782197,1025,294
45.0,2.0,1683896504.906076,1006,289
45.0,2.0,1683896505.033932,988,285
45.0,2.0,1683896505.1617882,969,282
45.0,2.0,1683896505.2896445,952,279
45.0,2.0,1683896505.4175007,956,276
45.0,2.0,1683896505.5453568,927,274
42.0,3.0,1683896503.9311035,576,429
42.0,3.0,1683896504.044032,555,429
42.0,3.0,1683896504.1569607,535,435
42.0,3.0,1683896504.2698894,512,436
42.0,3.0,1683896504.3828177,492,439
42.0,3.0,1683896504.4957464,474,440
42.0,3.0,1683896504.608675,464,441
47.0,2.0,1683896504.3143096,647,287
47.0,2.0,1683896504.4507804,656,290
47.0,2.0,1683896504.587251,669,300
47.0,2.0,1683896504.7237215,680,308
47.0,2.0,1683896504.8601923,693,318
47.0,2.0,1683896504.996663,709,331
47.0,2.0,1683896505.1331336,723,344
47.0,2.0,1683896505.2696042,739,357
47.0,2.0,1683896505.406075,756,372
47.0,2.0,1683896505.5425458,778,395
47.0,2.0,1683896505.6790164,799,416
47.0,2.0,1683896505.815487,823,438
47.0,2.0,1683896505.9519577,854,472
47.0,2.0,1683896506.0884285,885,503
47.0,2.0,1683896506.224899,917,535
47.0,2.0,1683896506.3613696,955,574
47.0,2.0,1683896506.4978404,1014,615
47.0,2.0,1683896506.6343112,1039,633
47.0,2.0,1683896506.7707818,1086,652
47.0,2.0,1683896506.9072523,1131,689
46.0,2.0,1683896504.3143096,1108,365
46.0,2.0,1683896504.4923027,1087,357
46.0,2.0,1683896504.670296,1068,348
46.0,2.0,1683896504.848289,1046,339
46.0,2.0,1683896505.026282,1028,332
46.0,2.0,1683896505.2042754,1012,326
46.0,2.0,1683896505.3822684,993,318
46.0,2.0,1683896505.5602615,984,313
46.0,2.0,1683896505.7382548,964,307
46.0,2.0,1683896505.9162478,951,302
46.0,2.0,1683896506.0942411,935,297
46.0,2.0,1683896506.2722342,922,293
46.0,2.0,1683896506.4502273,911,290
46.0,2.0,1683896506.6282206,897,287
46.0,2.0,1683896506.8062136,887,288
46.0,2.0,1683896506.9842067,872,280
46.0,2.0,1683896507.1622,868,279
46.0,2.0,1683896507.340193,855,278
46.0,2.0,1683896507.518186,848,276
46.0,2.0,1683896507.6961794,843,275
48.0,2.0,1683896504.8577688,632,456
48.0,2.0,1683896504.9754574,619,459
48.0,2.0,1683896505.093146,598,463
48.0,2.0,1683896505.2108347,564,465
48.0,2.0,1683896505.3285234,536,468
48.0,2.0,1683896505.4462123,508,472
48.0,2.0,1683896505.563901,495,476
48.0,2.0,1683896505.6815896,476,480
48.0,2.0,1683896505.7992783,462,478
49.0,2.0,1683896505.2612402,544,685
49.0,2.0,1683896505.3666549,590,681
49.0,2.0,1683896505.4720695,657,675
49.0,2.0,1683896505.577484,703,669
49.0,2.0,1683896505.6828985,741,661
51.0,2.0,1683896506.253712,712,286
51.0,2.0,1683896506.4052515,725,290
51.0,2.0,1683896506.556791,738,295
51.0,2.0,1683896506.7083306,756,302
51.0,2.0,1683896506.8598702,772,312
